chr1	1033	1133
chr1	1634	1734
chr1	2504	2604
chr1	3123	3223
chr1	4728	4828
chr1	6173	8141
chr1	9921	10021
chr1	11426	11526
chr1	12721	14191
chr1	16544	16644
chr1	18107	18207
chr1	19537	20717
chr1	22149	23910
chr1	24975	25075
chr1	26103	28171
chr1	38500	38600
chr1	90888	91697
chr1	123141	123556
chr1	131572	131672
chr1	133019	133119
chr1	133127	133128
chr1	134476	134576
chr1	153199	153989
chr1	270387	270963
chr1	361423	361544
chr1	388026	405188
chr1	405714	406322
chr1	421495	421595
chr1	422442	422641
chr1	425069	425169
chr1	427652	427752
chr1	453858	454432
chr1	456676	460367
chr1	533131	533231
chr1	534495	534496
chr1	534498	534624
chr1	536067	536167
chr1	538028	539014
chr1	591575	591740
chr1	593533	595771
chr1	597762	600249
chr1	600667	601645
chr1	603859	604110
chr1	604115	604116
chr1	604125	604126
chr1	604129	604130
chr1	607151	607607
chr1	608010	608627
chr1	619176	619537
chr1	631948	632466
chr1	650097	650452
chr1	655245	657193
chr1	665281	666465
chr1	709581	709681
chr1	710361	710901
chr1	710904	710905
chr1	710908	710909
chr1	731553	731661
chr1	744743	744935
chr1	798166	800489
chr1	806299	806400
chr1	846404	847186
chr1	848002	848765
chr1	964094	964095
chr1	1285896	1286066
chr1	1290581	1290730
chr1	1581223	1581224
chr1	1581252	1614100
chr1	1615830	1637787
chr1	1639185	1639432
chr1	1832430	1832530
chr1	1835523	1835623
chr1	1850793	1850893
chr1	1858464	1868176
chr1	1944941	1945842
chr1	1949454	1967141
chr1	2041795	2041900
chr1	2347815	2347915
chr1	2347973	2347974
chr1	2403361	2403461
chr1	2411854	2412477
chr1	2722230	2724227
chr1	2737189	2739990
chr1	2797067	2797245
chr1	2830570	2830670
chr1	2859595	2860837
chr1	2937130	2937250
chr1	3207245	3207878
chr1	3207882	3207883
chr1	3208368	3210301
chr1	3346812	3347193
chr1	3496834	3496934
chr1	3558588	3559594
chr1	3561361	3561461
chr1	3651947	3652521
chr1	3687986	3688086
chr1	3736809	3736909
chr1	3753862	3753962
chr1	3933301	3961770
chr1	3962887	3963727
chr1	3964925	3965025
chr1	3982016	3982116
chr1	3985077	3985177
chr1	3986000	3986100
chr1	3986949	3987049
chr1	3988402	3988502
chr1	3997842	3997942
chr1	3999342	3999442
chr1	4000464	4000564
chr1	4001670	4001770
chr1	4002585	4002685
chr1	4003570	4003670
chr1	4004628	4004728
chr1	4270020	4270265
chr1	4282257	4283222
chr1	4290599	4291326
chr1	4291823	4292077
chr1	4297001	4297674
chr1	4650025	4650701
chr1	4915680	4916365
chr1	5244494	5244594
chr1	5634593	5634693
chr1	5635829	5636030
chr1	5973111	5973112
chr1	6102704	6102804
chr1	6142909	6142910
chr1	6142912	6143189
chr1	6175851	6176543
chr1	6266149	6266365
chr1	6391023	6391755
chr1	6394119	6394750
chr1	6503205	6504524
chr1	6505347	6506543
chr1	6522620	6523591
chr1	6524451	6527577
chr1	6597173	6597273
chr1	6599140	6599240
chr1	6647297	6648056
chr1	6728024	6728124
chr1	6875100	6877173
chr1	6894660	6894760
chr1	7096276	7096376
chr1	7354862	7356628
chr1	7530133	7531037
chr1	7630949	7631049
chr1	7692941	7693343
chr1	7693492	7693493
chr1	7693494	7693495
chr1	7693496	7693497
chr1	7693498	7693499
chr1	7693500	7693501
chr1	7693502	7693503
chr1	7693504	7693505
chr1	7693506	7693507
chr1	7693508	7693509
chr1	7693510	7693511
chr1	7693512	7693513
chr1	7693514	7693515
chr1	7693516	7693517
chr1	7693520	7693521
chr1	7693522	7693523
chr1	7693524	7693525
chr1	7820914	7821675
chr1	7823443	7823673
chr1	7923643	7923743
chr1	7960198	7960298
chr1	7969114	7969381
chr1	7974176	7974417
chr1	8043556	8043557
chr1	8043558	8043559
chr1	8043560	8043561
chr1	8043562	8043662
chr1	8061947	8062311
chr1	8096776	8097161
chr1	8392513	8392613
chr1	8454174	8454982
chr1	8455623	8455779
chr1	8499362	8499363
chr1	8499385	8499485
chr1	8512227	8512228
chr1	8512275	8512593
chr1	8615391	8615491
chr1	8615505	8615506
chr1	8615509	8615510
chr1	8615511	8615512
chr1	8615513	8615514
chr1	8615515	8615516
chr1	8615518	8615519
chr1	8674130	8674273
chr1	8692641	8692760
chr1	8882594	8882694
chr1	8883362	8883462
chr1	8884119	8884219
chr1	8885524	8885624
chr1	8886420	8886520
chr1	8887687	8887787
chr1	8954679	8955517
chr1	8958222	8958847
chr1	8976441	8976541
chr1	9098727	9098827
chr1	9195697	9196494
chr1	9223615	9223715
chr1	9242089	9242189
chr1	9259199	9259299
chr1	9370907	9371388
chr1	9371416	9371417
chr1	9413096	9413196
chr1	9478052	9478152
chr1	9722410	9722510
chr1	9783485	9784082
chr1	10236655	10236870
chr1	10372148	10372248
chr1	10434029	10434129
chr1	10436550	10436650
chr1	10462041	10462148
chr1	10662794	10663249
chr1	10697871	10697971
chr1	10801117	10801557
chr1	10844142	10844313
chr1	10966346	10966446
chr1	11054931	11055057
chr1	11217026	11217126
chr1	11285020	11285368
chr1	11366656	11366756
chr1	11486327	11486427
chr1	11506336	11506791
chr1	12058495	12058595
chr1	12090094	12090218
chr1	12369204	12369797
chr1	12457592	12457752
chr1	12607794	12607894
chr1	12752391	12752491
chr1	13129087	13129502
chr1	13283535	13284485
chr1	13519970	13520070
chr1	13766874	13767338
chr1	13788135	13788330
chr1	13823556	13823656
chr1	13938548	13939060
chr1	14179684	14180461
chr1	14207878	14208389
chr1	14265390	14266139
chr1	14354436	14355099
chr1	15080129	15080340
chr1	15697582	15697842
chr1	15698193	15698744
chr1	15736038	15736288
chr1	15905709	15905809
chr1	15956836	15956936
chr1	15963145	15963646
chr1	15972611	15973166
chr1	16695561	16695661
chr1	16742173	16742467
chr1	16794985	16795085
chr1	16795095	16795096
chr1	16832774	16832874
chr1	16960124	16960525
chr1	17058775	17059013
chr1	17192439	17192589
chr1	17370539	17370823
chr1	17512612	17512712
chr1	17514109	17514209
chr1	17620533	17620633
chr1	17622169	17622269
chr1	17852927	17853027
chr1	17854173	17854273
chr1	17916501	17916601
chr1	18026209	18026309
chr1	18053588	18053688
chr1	18423466	18423894
chr1	18608497	18608742
chr1	18803517	18803518
chr1	18950800	18950900
chr1	18951794	18952598
chr1	19076283	19077498
chr1	19285709	19285862
chr1	19301763	19301863
chr1	19305095	19305195
chr1	19340845	19340945
chr1	19342473	19342573
chr1	19455630	19455730
chr1	19608538	19608638
chr1	19820965	19820966
chr1	19821017	19821600
chr1	19946447	19947198
chr1	19969232	19969332
chr1	19970852	19970952
chr1	20004640	20004926
chr1	20047656	20051155
chr1	20071475	20071620
chr1	20075488	20075825
chr1	20177224	20177479
chr1	20216330	20216734
chr1	20666161	20666650
chr1	20667505	20668043
chr1	20694571	20694671
chr1	20757404	20757527
chr1	21036535	21037172
chr1	21123417	21124083
chr1	21177604	21177704
chr1	21179285	21179385
chr1	21187599	21187699
chr1	21200167	21200267
chr1	21223794	21225368
chr1	21226829	21226929
chr1	21228561	21229411
chr1	21275037	21275137
chr1	21352507	21352654
chr1	21613510	21614382
chr1	21746893	21746993
chr1	21783674	21783774
chr1	21860256	21860384
chr1	22299265	22299568
chr1	22508662	22508762
chr1	22508780	22508781
chr1	22508782	22508783
chr1	22508784	22508785
chr1	22508786	22508787
chr1	22508788	22508789
chr1	22508790	22508791
chr1	22508792	22508793
chr1	22508794	22508795
chr1	22508796	22508797
chr1	22508798	22508799
chr1	22508800	22508801
chr1	22943849	22944081
chr1	23025530	23025866
chr1	23215006	23215692
chr1	23313174	23313414
chr1	23555211	23556210
chr1	23835922	23836218
chr1	23948617	23948783
chr1	24723363	24723463
chr1	24932811	24932911
chr1	25300374	25301020
chr1	25306209	25306622
chr1	25421825	25422150
chr1	25507896	25507996
chr1	26500959	26501601
chr1	26614172	26614541
chr1	26706414	26706727
chr1	26865547	26865647
chr1	27793999	27794334
chr1	28092383	28145357
chr1	28286869	28287271
chr1	28377954	28378054
chr1	28525255	28525498
chr1	28987275	28987764
chr1	29120121	29120221
chr1	29481901	29482202
chr1	29609797	29610007
chr1	29950466	29951215
chr1	30427120	30427957
chr1	30430035	30430305
chr1	30911476	30911576
chr1	30942345	30942535
chr1	30994580	30994680
chr1	31209741	31210602
chr1	31437313	31437413
chr1	31514008	31529713
chr1	31594592	31594704
chr1	31737367	31737674
chr1	31738641	31738741
chr1	31826625	31827085
chr1	31999497	31999957
chr1	32139139	32139239
chr1	32249196	32249322
chr1	32568956	32569756
chr1	32805403	32805503
chr1	32941830	32942076
chr1	33176231	33176590
chr1	33182460	33185504
chr1	33261230	33261330
chr1	33261870	33262013
chr1	33355418	33355599
chr1	33400190	33400848
chr1	33566164	33567625
chr1	33598671	33599042
chr1	33626118	33626285
chr1	33682372	33682472
chr1	33753220	33753624
chr1	33773643	33774059
chr1	33883296	33883546
chr1	33897368	33898088
chr1	33946071	33946301
chr1	33955410	33955563
chr1	34125540	34125995
chr1	34162049	34163679
chr1	34164294	34165574
chr1	34240007	34240107
chr1	34696874	34697437
chr1	34740205	34741028
chr1	34832926	34833135
chr1	34859399	34859640
chr1	35043595	35043695
chr1	35173005	35173105
chr1	35173506	35174167
chr1	35387081	35387340
chr1	35407074	35407523
chr1	35682096	35683083
chr1	35849103	35849810
chr1	36133484	36133584
chr1	36576428	36578573
chr1	36592742	36592842
chr1	36905524	36905525
chr1	37096552	37097525
chr1	37177582	37178065
chr1	37211757	37211908
chr1	37217101	37220822
chr1	37650508	37651341
chr1	37780912	37781012
chr1	37863226	37863607
chr1	37863928	37864028
chr1	37898224	37898671
chr1	37902905	37903005
chr1	37959343	37960000
chr1	38042617	38043000
chr1	38049937	38050242
chr1	38093638	38094113
chr1	38234268	38234635
chr1	38321375	38321866
chr1	38624984	38625181
chr1	38839509	38843256
chr1	38931278	38931795
chr1	39037588	39038107
chr1	39478005	39478748
chr1	39487759	39487859
chr1	39614229	39614372
chr1	40574235	40575160
chr1	40619224	40619495
chr1	40739585	40740326
chr1	40871142	40871143
chr1	40871146	40871275
chr1	41000625	41000966
chr1	41135709	41136498
chr1	41272262	41272362
chr1	41320635	41320762
chr1	41345180	41345695
chr1	41587836	41587936
chr1	41801398	41801779
chr1	41826398	41827143
chr1	41848580	41848680
chr1	41860740	41860741
chr1	41932249	41932250
chr1	41932261	41932262
chr1	42054283	42054383
chr1	42449849	42449949
chr1	42546753	42547162
chr1	42792131	42792231
chr1	43019743	43019988
chr1	43053114	43053347
chr1	43176236	43177213
chr1	43331737	43332938
chr1	43367418	43367518
chr1	43481929	43482368
chr1	43560828	43560829
chr1	43560832	43560833
chr1	43560836	43560837
chr1	43560851	43560852
chr1	43560875	43560876
chr1	43564291	43564391
chr1	43895591	43895592
chr1	43895595	43895596
chr1	43895605	43895606
chr1	43895615	43895616
chr1	43895626	43895627
chr1	43895632	43895633
chr1	43895665	43895666
chr1	43895671	43895672
chr1	43895777	43895778
chr1	43895792	43895793
chr1	43916158	43916258
chr1	43969410	43969510
chr1	44051279	44051618
chr1	44172701	44172845
chr1	44191731	44192237
chr1	44388345	44388445
chr1	44461387	44461487
chr1	44461496	44461497
chr1	44570072	44570172
chr1	44690053	44690187
chr1	44733243	44733648
chr1	44761645	44761745
chr1	44763666	44764152
chr1	44901874	44902191
chr1	44934926	44935656
chr1	45158472	45158572
chr1	45309984	45310326
chr1	45440922	45440923
chr1	45440931	45441559
chr1	45621912	45622139
chr1	45749172	45749762
